frequencies,intensities
1.000000000000000000e+03,2.909669685034039707e-02
1.001669449081803009e+03,-2.604272736199608144e-04
1.003338898163606018e+03,-2.796311599715396376e-03
1.005008347245409027e+03,-3.644826674318357544e-03
1.006677796327212036e+03,-3.414314678962623167e-02
1.008347245409015045e+03,2.228169746846469026e-02
1.010016694490818054e+03,3.089034957796023967e-03
1.011686143572621063e+03,-2.170069092395491596e-03
1.013355592654424072e+03,1.180240788443882600e-03
1.015025041736227081e+03,6.304620345406667173e-03
1.016694490818030090e+03,-6.471320664540252711e-03
1.018363939899833099e+03,-2.833323781055558776e-03
1.020033388981636108e+03,1.395026436982902893e-02
1.021702838063439117e+03,1.873366505059971890e-02
1.023372287145242126e+03,6.965620903245407780e-03
1.025041736227045021e+03,1.859683678006820648e-02
1.026711185308848144e+03,-7.024544703062506404e-03
1.028380634390651039e+03,-4.312222653547077150e-02
1.030050083472454162e+03,1.380385703805101297e-02
1.031719532554257057e+03,-2.842141826256432482e-03
1.033388981636060180e+03,4.006815273666074900e-02
1.035058430717863075e+03,2.444592616568571145e-02
1.036727879799666198e+03,1.190276381629300564e-02
1.038397328881469093e+03,7.614228310780441107e-03
1.040066777963272216e+03,1.602662213473288882e-02
1.041736227045075111e+03,-2.010021375378154285e-02
1.043405676126878234e+03,1.253929956541698608e-02
1.045075125208681129e+03,3.445967252631346872e-02
1.046744574290484252e+03,3.115242172341508783e-02
1.048414023372287147e+03,-5.672478276942432424e-02
1.050083472454090042e+03,7.114306373924014076e-03
1.051752921535893165e+03,5.006222296236766123e-02
1.053422370617696060e+03,5.201190143642349384e-04
1.055091819699499183e+03,3.871422450482468400e-03
1.056761268781302078e+03,1.125396102254570818e-02
1.058430717863105201e+03,1.829070482929732316e-02
1.060100166944908096e+03,2.998242215890070325e-02
1.061769616026711219e+03,-7.070303972576288606e-03
1.063439065108514114e+03,1.412185313268544268e-02
1.065108514190317237e+03,9.189038361507178426e-03
1.066777963272120132e+03,3.265283479174529296e-02
1.068447412353923255e+03,-1.113840148357958700e-02
1.070116861435726150e+03,1.445825670959318722e-02
1.071786310517529273e+03,2.544018392376427851e-02
1.073455759599332168e+03,4.471567150112778360e-02
1.075125208681135291e+03,3.653118223632875056e-02
1.076794657762938186e+03,1.603931390330112783e-02
1.078464106844741309e+03,7.716795160468494646e-03
1.080133555926544204e+03,4.550055810629420605e-02
1.081803005008347327e+03,3.892988192524533819e-02
1.083472454090150222e+03,3.554311099305926258e-02
1.085141903171953345e+03,3.145172490912838403e-02
1.086811352253756240e+03,-3.511834670431961819e-03
1.088480801335559363e+03,2.749464726992129071e-02
1.090150250417362258e+03,5.301109829014436989e-03
1.091819699499165381e+03,2.756285528751689293e-02
1.093489148580968276e+03,4.297490864465144944e-02
1.095158597662771172e+03,2.200408454193865729e-02
1.096828046744574294e+03,3.357820752885393861e-03
1.098497495826377190e+03,6.157933754413253205e-03
1.100166944908180312e+03,4.342523781607595529e-02
1.101836393989983208e+03,4.970015434793437215e-02
1.103505843071786330e+03,-1.304995434578587465e-02
1.105175292153589226e+03,4.473729677423875228e-02
1.106844741235392348e+03,2.141844956666703187e-02
1.108514190317195244e+03,2.614037285809051037e-02
1.110183639398998366e+03,1.971623581191591854e-02
1.111853088480801262e+03,4.012275176025429518e-03
1.113522537562604384e+03,2.409373519488766657e-02
1.115191986644407280e+03,-7.600245315419300318e-04
1.116861435726210402e+03,2.418722293937975235e-02
1.118530884808013298e+03,2.341585266119003764e-02
1.120200333889816420e+03,5.324098466522626805e-02
1.121869782971619316e+03,3.445559970760420088e-02
1.123539232053422438e+03,4.707585295403364511e-02
1.125208681135225333e+03,2.672885523238310163e-02
1.126878130217028456e+03,2.807978521812515282e-02
1.128547579298831351e+03,2.762468187085479268e-02
1.130217028380634474e+03,2.172337926520467866e-02
1.131886477462437369e+03,1.535131866309037522e-02
1.133555926544240492e+03,4.629078326893211470e-02
1.135225375626043387e+03,1.336680008151222392e-02
1.136894824707846510e+03,5.227871776334092058e-02
1.138564273789649405e+03,3.721483636400699235e-02
1.140233722871452301e+03,4.815868230776097769e-02
1.141903171953255423e+03,3.085875550208639836e-02
1.143572621035058546e+03,1.907165473525089180e-02
1.145242070116861441e+03,3.539889667197154699e-02
1.146911519198664337e+03,2.194241542891539956e-02
1.148580968280467459e+03,4.366866622801096609e-02
1.150250417362270355e+03,1.567137325419358518e-02
1.151919866444073477e+03,2.724245696365046668e-02
1.153589315525876373e+03,8.373898555744963002e-02
1.155258764607679495e+03,2.237304344382190502e-02
1.156928213689482391e+03,4.202952404925277413e-02
1.158597662771285513e+03,4.350488302546044739e-02
1.160267111853088409e+03,4.453719670529039665e-02
1.161936560934891531e+03,3.704021005429225522e-02
1.163606010016694427e+03,1.300137889503170593e-02
1.165275459098497549e+03,3.121451041199493556e-02
1.166944908180300445e+03,3.325028752858674719e-02
1.168614357262103567e+03,7.096231996203383741e-02
1.170283806343906463e+03,3.314955162501512231e-02
1.171953255425709585e+03,1.756074621538415356e-02
1.173622704507512481e+03,1.359938472893396783e-02
1.175292153589315603e+03,2.506790785061832616e-02
1.176961602671118499e+03,2.811484880154074828e-02
