frequencies,intensities
1.000000000000000000e+03,-9.990442742557028438e-03
1.001669449081803009e+03,2.135954778808590165e-02
1.003338898163606018e+03,1.909133188452406468e-02
1.005008347245409027e+03,9.571619677338889798e-03
1.006677796327212036e+03,-1.180358459186348075e-02
1.008347245409015045e+03,-1.941593974895607783e-02
1.010016694490818054e+03,9.176315648001398192e-03
1.011686143572621063e+03,2.838651101336178012e-02
1.013355592654424072e+03,3.863624195795308663e-02
1.015025041736227081e+03,-3.904907962132514281e-03
1.016694490818030090e+03,-1.211306508262685946e-02
1.018363939899833099e+03,1.109848939521836282e-02
1.020033388981636108e+03,9.408475229688149921e-03
1.021702838063439117e+03,-1.598857736485539624e-03
1.023372287145242126e+03,1.240720081437220526e-04
1.025041736227045021e+03,6.891517176131031416e-03
1.026711185308848144e+03,1.870384951494105663e-02
1.028380634390651039e+03,3.587973028937255227e-02
1.030050083472454162e+03,4.994941202680728415e-02
1.031719532554257057e+03,5.794525416058048800e-02
1.033388981636060180e+03,2.043084611197236444e-02
1.035058430717863075e+03,-3.332588271187567758e-02
1.036727879799666198e+03,2.315949155325584818e-02
1.038397328881469093e+03,6.764693914016753351e-03
1.040066777963272216e+03,-8.601108984048486464e-03
1.041736227045075111e+03,9.639917482823787478e-04
1.043405676126878234e+03,6.670673630749491927e-03
1.045075125208681129e+03,-2.473085916810648793e-02
1.046744574290484252e+03,2.203426519950300866e-02
1.048414023372287147e+03,1.969884664869562749e-02
1.050083472454090042e+03,-1.310079215922953580e-03
1.051752921535893165e+03,2.971284800714976693e-02
1.053422370617696060e+03,1.947265184448757416e-02
1.055091819699499183e+03,3.020071829176055114e-03
1.056761268781302078e+03,1.994932849014097176e-02
1.058430717863105201e+03,1.983306487155917994e-02
1.060100166944908096e+03,3.421060679325184720e-03
1.061769616026711219e+03,-3.126600927841264102e-03
1.063439065108514114e+03,2.032960635332742294e-02
1.065108514190317237e+03,4.633877304006191883e-02
1.066777963272120132e+03,-2.237099340290121807e-03
1.068447412353923255e+03,1.804026050714831533e-02
1.070116861435726150e+03,3.570702541946526101e-03
1.071786310517529273e+03,-7.364963414700435862e-03
1.073455759599332168e+03,-5.770345010422221754e-05
1.075125208681135291e+03,1.724049120725617418e-02
1.076794657762938186e+03,-1.266952300609911972e-02
1.078464106844741309e+03,-4.714112662267004594e-03
1.080133555926544204e+03,4.098275484300806237e-02
1.081803005008347327e+03,-1.799598195586837868e-02
1.083472454090150222e+03,-5.193307773138314959e-03
1.085141903171953345e+03,3.631872920426967161e-02
1.086811352253756240e+03,1.613827702556701327e-02
