frequencies,intensities
1.000000000000000000e+03,-7.141947712612600058e-03
1.001669449081803009e+03,-2.303825258431486250e-02
1.003338898163606018e+03,9.569437173015990505e-03
1.005008347245409027e+03,2.721614867869058194e-02
1.006677796327212036e+03,-8.783670596291412447e-03
1.008347245409015045e+03,4.156166820217768038e-03
1.010016694490818054e+03,2.079165035576715712e-02
1.011686143572621063e+03,-4.815479797402092386e-04
1.013355592654424072e+03,-8.207160969039548060e-03
1.015025041736227081e+03,-1.601556512891764983e-02
1.016694490818030090e+03,-3.037405225701964896e-03
1.018363939899833099e+03,6.758889221594057903e-03
1.020033388981636108e+03,-4.791769564011881012e-03
1.021702838063439117e+03,1.682698969170015775e-03
1.023372287145242126e+03,8.723473904029637425e-04
1.025041736227045021e+03,1.842138650156236596e-02
1.026711185308848144e+03,1.005674232251377656e-02
1.028380634390651039e+03,3.346619817268521851e-03
1.030050083472454162e+03,-1.332406461339042184e-02
1.031719532554257057e+03,7.518404040792815539e-03
1.033388981636060180e+03,1.210189500119832756e-02
1.035058430717863075e+03,-8.018237733458532732e-03
1.036727879799666198e+03,-1.759471407808444431e-03
1.038397328881469093e+03,4.186010585992325922e-02
1.040066777963272216e+03,-6.232445535342965789e-03
1.041736227045075111e+03,2.215807521161657773e-02
1.043405676126878234e+03,3.255744297295879580e-02
1.045075125208681129e+03,1.725591875078632403e-02
1.046744574290484252e+03,-2.573809414145038221e-02
1.048414023372287147e+03,-6.200766996208518372e-03
1.050083472454090042e+03,2.812177324239569648e-02
1.051752921535893165e+03,3.112080592139517682e-03
1.053422370617696060e+03,2.898189801635376456e-02
1.055091819699499183e+03,2.480823214823007355e-02
1.056761268781302078e+03,-1.627366576723682234e-02
1.058430717863105201e+03,-1.680349385258362097e-02
1.060100166944908096e+03,-1.433261714093629277e-02
1.061769616026711219e+03,3.741117624414007359e-02
1.063439065108514114e+03,3.060947244687950083e-02
1.065108514190317237e+03,2.514794052763326404e-02
1.066777963272120132e+03,3.750258836423699810e-02
1.068447412353923255e+03,1.082747414057291455e-02
1.070116861435726150e+03,1.351513721965125897e-02
1.071786310517529273e+03,4.078323106464795678e-02
1.073455759599332168e+03,1.411976662650873439e-02
1.075125208681135291e+03,-1.831185264101536578e-03
1.076794657762938186e+03,4.949834372405502447e-02
1.078464106844741309e+03,2.377535285282183358e-03
1.080133555926544204e+03,2.666045865100187540e-02
1.081803005008347327e+03,-4.676823472313282326e-03
1.083472454090150222e+03,-7.047838254555030546e-04
1.085141903171953345e+03,-1.160432400038564904e-02
1.086811352253756240e+03,2.065534370625891902e-04
1.088480801335559363e+03,2.821034348597124125e-02
1.090150250417362258e+03,1.932226249920893091e-02
1.091819699499165381e+03,1.287479463233328486e-02
1.093489148580968276e+03,5.254715133048060149e-02
1.095158597662771172e+03,2.745492791323846105e-02
1.096828046744574294e+03,6.908338745938116809e-02
1.098497495826377190e+03,2.167529022487896251e-02
1.100166944908180312e+03,4.001556874103515127e-03
1.101836393989983208e+03,2.243739586616613074e-02
1.103505843071786330e+03,3.462335260023723105e-02
1.105175292153589226e+03,1.159447210997501497e-02
1.106844741235392348e+03,1.837276948070953875e-03
1.108514190317195244e+03,3.013916012466279909e-03
1.110183639398998366e+03,4.759514067059914671e-02
1.111853088480801262e+03,1.798927918606361628e-02
1.113522537562604384e+03,5.634572513678320210e-02
1.115191986644407280e+03,3.171374133008166701e-02
1.116861435726210402e+03,1.801842936153615071e-02
1.118530884808013298e+03,3.472472554444690912e-02
1.120200333889816420e+03,-2.112854635776090576e-02
1.121869782971619316e+03,1.741948146716475535e-02
1.123539232053422438e+03,4.719045443585506705e-02
1.125208681135225333e+03,1.914073181791853609e-02
1.126878130217028456e+03,6.545182856588305231e-02
1.128547579298831351e+03,4.024414578979974844e-02
1.130217028380634474e+03,4.151025758611526228e-02
1.131886477462437369e+03,1.009012859132174533e-02
1.133555926544240492e+03,5.880388394341511116e-03
1.135225375626043387e+03,1.969339403214088319e-02
1.136894824707846510e+03,2.065270625012054564e-02
1.138564273789649405e+03,2.152842347405854034e-02
1.140233722871452301e+03,3.909080177263828115e-02
1.141903171953255423e+03,2.626268872426102546e-02
1.143572621035058546e+03,1.168896910678952905e-02
1.145242070116861441e+03,2.792418490722443913e-02
1.146911519198664337e+03,2.837736376468879065e-02
1.148580968280467459e+03,4.905157184937108950e-02
1.150250417362270355e+03,3.071964384554854224e-02
1.151919866444073477e+03,1.832061552345007338e-02
1.153589315525876373e+03,3.072043684870056843e-02
1.155258764607679495e+03,6.141684449063524592e-02
1.156928213689482391e+03,1.707881935816027777e-02
1.158597662771285513e+03,4.612581482923713838e-02
1.160267111853088409e+03,2.686056903440770666e-02
1.161936560934891531e+03,3.616852447918752350e-02
1.163606010016694427e+03,5.125263667857378469e-03
1.165275459098497549e+03,3.452994845127532741e-02
1.166944908180300445e+03,3.961104752879001517e-02
1.168614357262103567e+03,1.967603306808324293e-02
1.170283806343906463e+03,3.806008222375800720e-02
1.171953255425709585e+03,3.422539729248822576e-02
