frequencies,intensities
1.000000000000000000e+03,1.669159325809259353e-02
1.001669449081803009e+03,-7.222128270206954435e-03
1.003338898163606018e+03,-1.198111168881055115e-02
1.005008347245409027e+03,-2.728603290786085767e-03
1.006677796327212036e+03,4.769372630341116304e-02
1.008347245409015045e+03,7.930742321497902259e-03
1.010016694490818054e+03,-2.922285763190331839e-03
1.011686143572621063e+03,1.301804045980113796e-02
1.013355592654424072e+03,-1.487879697463022344e-02
1.015025041736227081e+03,1.893563839506510766e-03
1.016694490818030090e+03,1.957184220392389068e-02
1.018363939899833099e+03,5.484074041980405850e-02
1.020033388981636108e+03,4.172279307446123686e-02
1.021702838063439117e+03,-2.650376310758634398e-03
1.023372287145242126e+03,3.174343839921928145e-02
1.025041736227045021e+03,-3.108067057203754355e-02
1.026711185308848144e+03,-1.508482209250238369e-02
1.028380634390651039e+03,2.403324946938733414e-02
1.030050083472454162e+03,-1.507026272379730081e-02
1.031719532554257057e+03,-3.773886592515382499e-02
1.033388981636060180e+03,5.712702327530910784e-02
1.035058430717863075e+03,-1.995723201892347226e-02
1.036727879799666198e+03,2.952817859021926103e-02
1.038397328881469093e+03,-1.631842058330904011e-03
1.040066777963272216e+03,8.598578080644809357e-03
1.041736227045075111e+03,-6.043995423290544899e-03
1.043405676126878234e+03,4.495289018489963956e-02
1.045075125208681129e+03,4.613218425282242241e-02
1.046744574290484252e+03,-4.439486223911222329e-03
1.048414023372287147e+03,1.449927891036893561e-02
1.050083472454090042e+03,2.910712343016635950e-02
1.051752921535893165e+03,7.042740768397349679e-03
1.053422370617696060e+03,3.910554133911539089e-03
1.055091819699499183e+03,4.838785740631096344e-03
1.056761268781302078e+03,2.810099595344836554e-02
1.058430717863105201e+03,1.268134545583003876e-02
1.060100166944908096e+03,1.812888435610840801e-02
1.061769616026711219e+03,1.193919348861199881e-02
1.063439065108514114e+03,1.663780039177627929e-02
1.065108514190317237e+03,2.821373168357291933e-02
1.066777963272120132e+03,6.876030943003880701e-03
1.068447412353923255e+03,3.127435305372520263e-04
1.070116861435726150e+03,3.293426776908360554e-02
1.071786310517529273e+03,-3.689132975342646059e-02
1.073455759599332168e+03,1.002522842749015500e-02
1.075125208681135291e+03,2.835425906366201634e-02
1.076794657762938186e+03,7.704002571293384720e-03
1.078464106844741309e+03,2.384484039126187616e-03
1.080133555926544204e+03,-5.054721042099148687e-04
1.081803005008347327e+03,-1.145565543036854844e-02
1.083472454090150222e+03,4.399866022740514526e-02
1.085141903171953345e+03,2.334033518428327292e-03
1.086811352253756240e+03,2.141985558371286777e-02
1.088480801335559363e+03,3.745807691494332931e-02
1.090150250417362258e+03,2.979463729146368534e-02
1.091819699499165381e+03,5.770980612553729128e-02
1.093489148580968276e+03,1.415730770109382974e-04
1.095158597662771172e+03,6.065944630672700025e-03
1.096828046744574294e+03,2.897686486252627411e-02
1.098497495826377190e+03,1.241563414602352144e-02
1.100166944908180312e+03,2.794947010080299499e-02
1.101836393989983208e+03,2.847144097345681579e-02
1.103505843071786330e+03,5.642572684646356140e-02
1.105175292153589226e+03,3.586288001518967566e-02
1.106844741235392348e+03,3.703342027141166837e-02
1.108514190317195244e+03,1.540884510532972151e-02
1.110183639398998366e+03,-9.217932863943636979e-05
1.111853088480801262e+03,-2.372464011942901005e-02
1.113522537562604384e+03,3.563474905794448977e-02
1.115191986644407280e+03,2.271137216467728273e-02
1.116861435726210402e+03,4.380416628773659005e-02
1.118530884808013298e+03,3.619258379880429394e-02
1.120200333889816420e+03,4.895227116791668609e-02
1.121869782971619316e+03,6.470155836632192348e-04
1.123539232053422438e+03,-2.544538372083074776e-02
1.125208681135225333e+03,3.140421528738938928e-02
1.126878130217028456e+03,1.606250192935487764e-02
1.128547579298831351e+03,4.895542033200651899e-02
1.130217028380634474e+03,4.745132664730414285e-02
1.131886477462437369e+03,-5.766040603831130984e-03
1.133555926544240492e+03,5.698451868747216043e-02
1.135225375626043387e+03,7.007602979201249527e-02
1.136894824707846510e+03,9.506289894794687362e-03
1.138564273789649405e+03,2.559694095824096780e-02
1.140233722871452301e+03,6.876370422810709759e-02
1.141903171953255423e+03,1.796792451707385566e-02
1.143572621035058546e+03,1.535787260219003032e-02
1.145242070116861441e+03,5.455845667056460901e-02
1.146911519198664337e+03,5.897336859741306170e-02
1.148580968280467459e+03,2.748536693175827189e-02
1.150250417362270355e+03,5.654892418766292728e-02
1.151919866444073477e+03,3.857822259489459421e-02
1.153589315525876373e+03,3.112854782851189744e-02
1.155258764607679495e+03,3.400873039561682493e-02
1.156928213689482391e+03,3.643897183286345237e-02
1.158597662771285513e+03,2.675775243816327920e-02
1.160267111853088409e+03,6.308310852110102229e-02
1.161936560934891531e+03,5.531895592025768554e-02
1.163606010016694427e+03,2.898083244081944496e-02
