frequencies,intensities
1.000000000000000000e+03,3.363104822515880499e-02
1.001669449081803009e+03,-4.119066136062490488e-03
1.003338898163606018e+03,2.637021271380605297e-02
1.005008347245409027e+03,-2.416201002365324715e-02
1.006677796327212036e+03,1.444443315534068607e-03
1.008347245409015045e+03,-5.475550551073713607e-03
1.010016694490818054e+03,1.675090526293066678e-02
1.011686143572621063e+03,4.129575065112273125e-02
1.013355592654424072e+03,8.511245296694572304e-03
1.015025041736227081e+03,3.633017519626639130e-04
1.016694490818030090e+03,3.954842983506445635e-03
1.018363939899833099e+03,3.541914694200282154e-02
1.020033388981636108e+03,1.190961658089542338e-02
1.021702838063439117e+03,1.153491167852429070e-02
1.023372287145242126e+03,1.716905931911734060e-02
1.025041736227045021e+03,-1.433536171907302467e-02
1.026711185308848144e+03,-6.052808093271808479e-03
1.028380634390651039e+03,4.179397440301729771e-02
1.030050083472454162e+03,1.360900092987171739e-02
1.031719532554257057e+03,3.949123654316476564e-03
1.033388981636060180e+03,1.116669609398572571e-02
1.035058430717863075e+03,-4.105996722781559208e-03
1.036727879799666198e+03,9.878439176025568397e-03
1.038397328881469093e+03,1.961378452423920282e-02
1.040066777963272216e+03,-5.160581366643532397e-03
1.041736227045075111e+03,1.986473644270564387e-02
1.043405676126878234e+03,3.423057124922244260e-02
1.045075125208681129e+03,-4.002864959228615016e-04
1.046744574290484252e+03,-2.861185073619397501e-02
1.048414023372287147e+03,4.897143868023370178e-02
1.050083472454090042e+03,-5.675552677046504305e-03
1.051752921535893165e+03,2.026190564283467804e-02
1.053422370617696060e+03,1.728622555027478289e-02
1.055091819699499183e+03,6.691828237862669157e-03
1.056761268781302078e+03,-1.810289943393365852e-02
1.058430717863105201e+03,2.555667885257103394e-02
1.060100166944908096e+03,8.974066957765439168e-03
1.061769616026711219e+03,-7.287251761520988427e-03
1.063439065108514114e+03,-1.270434710994006525e-02
1.065108514190317237e+03,8.588993444372815950e-03
1.066777963272120132e+03,2.070749388304087002e-02
1.068447412353923255e+03,2.790375304239597898e-02
1.070116861435726150e+03,-3.094341731437744158e-03
1.071786310517529273e+03,1.954569967870683697e-02
1.073455759599332168e+03,-9.530079731761597825e-03
1.075125208681135291e+03,1.807058721784511948e-02
1.076794657762938186e+03,1.480239165154116458e-02
1.078464106844741309e+03,5.317995586414989845e-02
1.080133555926544204e+03,4.699786264795509372e-02
1.081803005008347327e+03,1.240990862420555257e-02
1.083472454090150222e+03,4.287766529498554524e-02
1.085141903171953345e+03,-7.545336727884710548e-03
1.086811352253756240e+03,2.616035633862071746e-02
1.088480801335559363e+03,2.982317192939370684e-02
1.090150250417362258e+03,1.225084443563120851e-02
1.091819699499165381e+03,5.462362553873223447e-02
1.093489148580968276e+03,2.873559673557256333e-02
1.095158597662771172e+03,3.919005886865856506e-03
1.096828046744574294e+03,5.609664893983136100e-03
1.098497495826377190e+03,2.108765917670090556e-02
1.100166944908180312e+03,8.455385541614152123e-03
1.101836393989983208e+03,2.909860946343665114e-02
1.103505843071786330e+03,5.022477658711174686e-02
1.105175292153589226e+03,1.934134411623792196e-02
1.106844741235392348e+03,9.038941691893681227e-03
1.108514190317195244e+03,3.167075066802891442e-02
1.110183639398998366e+03,1.104568144203690698e-02
1.111853088480801262e+03,4.499136174735545585e-02
1.113522537562604384e+03,3.538968873732750708e-02
1.115191986644407280e+03,2.044944078600189480e-02
1.116861435726210402e+03,2.926724687379402001e-02
1.118530884808013298e+03,3.841414803547509027e-02
1.120200333889816420e+03,4.889544105739339341e-02
1.121869782971619316e+03,3.923965477913578248e-02
1.123539232053422438e+03,5.999215953535182166e-02
1.125208681135225333e+03,6.062306551461716514e-03
1.126878130217028456e+03,1.060926142919579006e-02
1.128547579298831351e+03,4.297980269471937675e-02
1.130217028380634474e+03,1.341499433963086289e-02
1.131886477462437369e+03,2.388132169431788840e-02
1.133555926544240492e+03,4.845424614045944212e-02
1.135225375626043387e+03,5.466619612626957142e-02
1.136894824707846510e+03,1.845417570568363280e-02
1.138564273789649405e+03,-5.995095055105429532e-03
1.140233722871452301e+03,-7.488911445799981137e-03
1.141903171953255423e+03,1.988934103916879456e-02
1.143572621035058546e+03,1.081961791211761420e-02
1.145242070116861441e+03,5.719392178730198228e-02
1.146911519198664337e+03,4.299848981065819420e-02
1.148580968280467459e+03,2.877652701265722215e-02
1.150250417362270355e+03,3.532060734915864336e-02
1.151919866444073477e+03,6.959576866163971753e-02
1.153589315525876373e+03,2.006803842795910897e-02
1.155258764607679495e+03,4.514479330159975462e-02
1.156928213689482391e+03,2.388694932507109958e-03
1.158597662771285513e+03,3.775978790231796639e-02
1.160267111853088409e+03,2.023867611138022160e-02
1.161936560934891531e+03,3.003703615032883925e-02
1.163606010016694427e+03,8.338527067378181945e-02
1.165275459098497549e+03,3.159773111795304706e-02
1.166944908180300445e+03,4.181886914510771908e-02
1.168614357262103567e+03,1.768612776336887793e-02
1.170283806343906463e+03,1.277024484318195485e-02
1.171953255425709585e+03,-2.036847938903960098e-02
1.173622704507512481e+03,1.730723043258838856e-02
1.175292153589315603e+03,7.306077586429837734e-02
1.176961602671118499e+03,5.350735528945907427e-02
1.178631051752921621e+03,-2.254845118614012822e-03
1.180300500834724517e+03,4.413696949347324650e-03
1.181969949916527639e+03,6.409264923873950193e-02
1.183639398998330535e+03,2.218508534871470317e-02
1.185308848080133430e+03,4.309580540882719524e-02
1.186978297161936553e+03,1.515834075103777642e-02
1.188647746243739675e+03,7.281540982377623927e-02
1.190317195325542571e+03,6.665781358222624964e-02
1.191986644407345466e+03,2.740628956496830165e-02
1.193656093489148589e+03,3.468994930396555876e-02
1.195325542570951711e+03,2.962054580708851220e-02
1.196994991652754607e+03,5.128064158338969253e-02
1.198664440734557502e+03,5.006567024213358363e-02
1.200333889816360625e+03,6.780127014503257998e-02
1.202003338898163520e+03,2.958238711500083690e-02
