frequencies,intensities
1.000000000000000000e+03,2.976564063170068688e-03
1.001669449081803009e+03,4.491260881882677691e-02
1.003338898163606018e+03,2.998531048848857017e-02
1.005008347245409027e+03,-1.805538510570743257e-02
1.006677796327212036e+03,9.730703310024246128e-03
1.008347245409015045e+03,-2.338034795875965424e-02
1.010016694490818054e+03,4.907717799570951445e-02
1.011686143572621063e+03,3.031960608006715324e-02
1.013355592654424072e+03,-7.358671923250520962e-03
1.015025041736227081e+03,4.572555703359604262e-02
1.016694490818030090e+03,-2.220764303872433537e-02
1.018363939899833099e+03,2.592427607931760067e-03
1.020033388981636108e+03,1.909168178880520789e-02
1.021702838063439117e+03,-1.657107123935420631e-04
1.023372287145242126e+03,2.199076790300008577e-02
1.025041736227045021e+03,-2.922528533113405783e-02
1.026711185308848144e+03,-1.191288973761591048e-02
1.028380634390651039e+03,3.839308312737687353e-03
1.030050083472454162e+03,1.904165772068226736e-02
1.031719532554257057e+03,4.248084092459714425e-03
1.033388981636060180e+03,1.613020182947589448e-02
1.035058430717863075e+03,-3.691471126471158187e-03
1.036727879799666198e+03,-1.330019236246498052e-02
1.038397328881469093e+03,4.106891495789841140e-03
1.040066777963272216e+03,-1.063475063714091305e-02
1.041736227045075111e+03,1.754191950950377554e-02
1.043405676126878234e+03,2.314946417974352022e-02
1.045075125208681129e+03,5.718889049988917089e-03
1.046744574290484252e+03,3.142265490713941345e-02
1.048414023372287147e+03,-1.357690356234597315e-02
1.050083472454090042e+03,1.374551464075681080e-02
1.051752921535893165e+03,3.238549205708046025e-02
1.053422370617696060e+03,1.995969834202571819e-03
1.055091819699499183e+03,1.649631968784764924e-02
1.056761268781302078e+03,4.649383736983654647e-04
1.058430717863105201e+03,-9.569628057523028170e-03
1.060100166944908096e+03,1.657280200942463574e-02
1.061769616026711219e+03,7.433283232098421810e-03
1.063439065108514114e+03,-7.922544127942576786e-03
1.065108514190317237e+03,-4.756434661580997286e-02
1.066777963272120132e+03,-4.876197457973248384e-05
1.068447412353923255e+03,-1.917154257732636702e-02
1.070116861435726150e+03,1.516606631962830708e-02
1.071786310517529273e+03,2.403307652489030874e-02
1.073455759599332168e+03,1.921527716414382636e-02
1.075125208681135291e+03,3.039709065275317951e-02
1.076794657762938186e+03,1.582363535213981640e-02
1.078464106844741309e+03,3.042246033837521513e-03
1.080133555926544204e+03,3.196425388496311470e-02
1.081803005008347327e+03,1.644395735152912041e-02
1.083472454090150222e+03,2.016878325791094870e-02
1.085141903171953345e+03,1.264305746608366393e-02
1.086811352253756240e+03,2.147874965934364749e-02
1.088480801335559363e+03,-6.205982158738646004e-03
1.090150250417362258e+03,-4.508200422728772527e-03
1.091819699499165381e+03,-1.543925132734376773e-02
1.093489148580968276e+03,-1.213516208507896613e-02
1.095158597662771172e+03,1.140423906490024494e-02
1.096828046744574294e+03,4.117087535127925135e-02
1.098497495826377190e+03,-1.739679480894190319e-02
1.100166944908180312e+03,2.962282980080269829e-02
1.101836393989983208e+03,4.106123302246730139e-02
1.103505843071786330e+03,2.252726885923058558e-02
1.105175292153589226e+03,2.838500975155393291e-02
1.106844741235392348e+03,3.636385929868670569e-02
1.108514190317195244e+03,3.380441153983931163e-02
1.110183639398998366e+03,1.269634513213729193e-02
1.111853088480801262e+03,2.741502130148660774e-02
1.113522537562604384e+03,1.291483077197566436e-02
1.115191986644407280e+03,1.699776198688419254e-02
1.116861435726210402e+03,2.187200856366624049e-02
1.118530884808013298e+03,1.058212198324261395e-02
1.120200333889816420e+03,3.134494608272026667e-02
1.121869782971619316e+03,4.635110263633182570e-03
1.123539232053422438e+03,7.989886464517273468e-03
1.125208681135225333e+03,4.321452000787991132e-02
1.126878130217028456e+03,3.586625280816822109e-02
1.128547579298831351e+03,2.857432096790744197e-02
1.130217028380634474e+03,4.019238724173590516e-02
1.131886477462437369e+03,2.274404999902267938e-02
1.133555926544240492e+03,2.387577140924475663e-02
1.135225375626043387e+03,-1.122919569905269505e-02
1.136894824707846510e+03,2.058872827374688338e-02
1.138564273789649405e+03,5.195754358672833445e-02
1.140233722871452301e+03,1.298391179950605587e-02
1.141903171953255423e+03,-1.222596593614674182e-03
1.143572621035058546e+03,3.755034265916019215e-03
1.145242070116861441e+03,5.013075881941392309e-02
1.146911519198664337e+03,1.609774383126119993e-02
1.148580968280467459e+03,2.778095215701140500e-02
1.150250417362270355e+03,7.038921575568632405e-02
1.151919866444073477e+03,1.604038734998180712e-02
1.153589315525876373e+03,4.268359152852450183e-02
1.155258764607679495e+03,2.171973801032876794e-02
1.156928213689482391e+03,5.237806992762725211e-02
1.158597662771285513e+03,2.653279524894553570e-02
1.160267111853088409e+03,1.632385973634025572e-02
1.161936560934891531e+03,3.630119472110174272e-02
1.163606010016694427e+03,4.861884239911670041e-02
1.165275459098497549e+03,2.175955949168791731e-02
1.166944908180300445e+03,6.149818916755376424e-02
1.168614357262103567e+03,6.800279426513469727e-02
1.170283806343906463e+03,3.868990394116444270e-02
1.171953255425709585e+03,1.022237137910791266e-02
1.173622704507512481e+03,6.016931921301872654e-02
1.175292153589315603e+03,7.362331129656812800e-04
1.176961602671118499e+03,6.815328003295445525e-02
1.178631051752921621e+03,1.337573917898212533e-02
1.180300500834724517e+03,3.443912872327282299e-02
1.181969949916527639e+03,4.016128175644683579e-02
1.183639398998330535e+03,3.827257815456060197e-02
1.185308848080133430e+03,6.932970397645510374e-03
1.186978297161936553e+03,8.483340262082876559e-02
1.188647746243739675e+03,1.865968533284247111e-02
1.190317195325542571e+03,6.229348563160262697e-02
1.191986644407345466e+03,4.046451102772823105e-02
1.193656093489148589e+03,5.292289219267217598e-02
1.195325542570951711e+03,4.299717132808610065e-02
1.196994991652754607e+03,5.177906939191467134e-02
1.198664440734557502e+03,1.563322970077618557e-02
1.200333889816360625e+03,1.078047196149024486e-02
1.202003338898163520e+03,6.246042005824586907e-02
1.203672787979966643e+03,5.903071786941892218e-02
1.205342237061769538e+03,5.055307192010077832e-02
1.207011686143572661e+03,1.934731467157975449e-02
1.208681135225375556e+03,2.039696518463075120e-02
1.210350584307178679e+03,8.239008366581070109e-02
1.212020033388981574e+03,7.019705724331101737e-02
1.213689482470784696e+03,3.315816976769904445e-02
1.215358931552587592e+03,5.965853685875012469e-02
1.217028380634390714e+03,4.152220567942143531e-02
1.218697829716193610e+03,7.646840547092986773e-02
1.220367278797996732e+03,3.605596321348839006e-02
1.222036727879799628e+03,3.884870686288177666e-04
1.223706176961602750e+03,1.258360202889863971e-02
1.225375626043405646e+03,8.711161198309644305e-02
1.227045075125208768e+03,6.578565330303702552e-02
1.228714524207011664e+03,5.475230829708424563e-02
1.230383973288814786e+03,6.570320091144883634e-02
1.232053422370617682e+03,6.211490197781570355e-02
1.233722871452420804e+03,3.651717101545977340e-02
1.235392320534223700e+03,4.348925345580572505e-02
1.237061769616026595e+03,4.530741298141957585e-02
1.238731218697829718e+03,6.887956068911156582e-02
1.240400667779632840e+03,2.560529185731598781e-02
1.242070116861435736e+03,4.885030354881352704e-02
1.243739565943238631e+03,1.384789007537156474e-02
1.245409015025041754e+03,5.322505789749190641e-02
1.247078464106844649e+03,3.471253637537085462e-02
1.248747913188647772e+03,3.586411282059921019e-02
1.250417362270450667e+03,6.974395371930330878e-02
1.252086811352253790e+03,4.519211400911393034e-02
1.253756260434056685e+03,5.144040733213605526e-02
1.255425709515859808e+03,8.480621484220539352e-03
1.257095158597662703e+03,1.781459890675431840e-02
1.258764607679465826e+03,4.751931939758627377e-02
1.260434056761268721e+03,7.547484595310238742e-02
1.262103505843071844e+03,3.734597786538419728e-02
1.263772954924874739e+03,2.730778371955237122e-02
1.265442404006677862e+03,5.258029464186719792e-02
1.267111853088480757e+03,6.774534983515213826e-02
1.268781302170283880e+03,7.702783999885545740e-02
1.270450751252086775e+03,6.486394536524572874e-02
1.272120200333889898e+03,8.764756257815846385e-02
1.273789649415692793e+03,5.673975651136995563e-02
1.275459098497495688e+03,6.450054828400718365e-02
1.277128547579298811e+03,6.075730398138446536e-02
1.278797996661101934e+03,1.545433939016142844e-02
1.280467445742904829e+03,2.684401037119117650e-02
1.282136894824707724e+03,5.220773426836812503e-02
1.283806343906510847e+03,4.964365430357113584e-02
1.285475792988313970e+03,3.934011478853551014e-02
1.287145242070116865e+03,6.908280309389144835e-02
1.288814691151919760e+03,7.726527851382650192e-02
1.290484140233722883e+03,3.601171273241748905e-02
1.292153589315526006e+03,6.803659947691559351e-02
1.293823038397328901e+03,5.080409471441092728e-02
1.295492487479131796e+03,6.134880175905819272e-02
1.297161936560934919e+03,4.612964478853550515e-02
1.298831385642737814e+03,5.508713706737549537e-02
1.300500834724540937e+03,8.078109666587778015e-02
1.302170283806343832e+03,7.166259279958299422e-02
1.303839732888146955e+03,3.168748152260600359e-02
1.305509181969949850e+03,8.093570895191321002e-02
1.307178631051752973e+03,6.771311599580602525e-02
1.308848080133555868e+03,6.755333407603132667e-02
1.310517529215358991e+03,8.080142008715224256e-02
1.312186978297161886e+03,7.209638262309492340e-02
1.313856427378965009e+03,5.244194194355987493e-02
1.315525876460767904e+03,6.505047222848923949e-02
1.317195325542571027e+03,5.159097179852736859e-02
1.318864774624373922e+03,3.091948536745264126e-02
1.320534223706176817e+03,8.219697419537204397e-02
1.322203672787979940e+03,3.359885807941601077e-02
1.323873121869783063e+03,6.136417420510988097e-02
1.325542570951585958e+03,6.700480980282133570e-02
1.327212020033388853e+03,9.493253522878838946e-02
1.328881469115191976e+03,6.459912136606177357e-02
1.330550918196995099e+03,8.110492076397572692e-02
1.332220367278797994e+03,4.306443157611247741e-02
1.333889816360600889e+03,6.763153674312294417e-02
1.335559265442404012e+03,7.456682390868836496e-02
1.337228714524207135e+03,5.954712054719052405e-02
1.338898163606010030e+03,9.205043785238876952e-02
1.340567612687812925e+03,6.645037539714541974e-02
1.342237061769616048e+03,7.414227951360569113e-02
1.343906510851419171e+03,8.617450369957478651e-02
1.345575959933222066e+03,8.550851444080845298e-02
1.347245409015024961e+03,6.877015640192017665e-02
1.348914858096828084e+03,3.178895168687623229e-02
1.350584307178630979e+03,5.973392384778525299e-02
1.352253756260434102e+03,8.536191000560375275e-02
1.353923205342236997e+03,8.882787852861026567e-02
1.355592654424040120e+03,6.312019211326883039e-02
1.357262103505843015e+03,6.959769371433355278e-02
1.358931552587646138e+03,7.877859861421918075e-02
1.360601001669449033e+03,4.865167144224860629e-02
1.362270450751252156e+03,1.014627820498712613e-01
1.363939899833055051e+03,2.653164026929432512e-02
1.365609348914858174e+03,1.080783015355669813e-01
1.367278797996661069e+03,4.254545831416371715e-02
1.368948247078464192e+03,7.968254085681775178e-02
1.370617696160267087e+03,1.109319115130021072e-01
1.372287145242069982e+03,7.465830430888525937e-02
1.373956594323873105e+03,1.002907127693876133e-01
1.375626043405676228e+03,8.567442239396465264e-02
1.377295492487479123e+03,7.176759503909040105e-02
1.378964941569282018e+03,1.104063930520268327e-01
1.380634390651085141e+03,7.853134626545558994e-02
1.382303839732888264e+03,4.051534497824121200e-02
1.383973288814691159e+03,4.731963847463158124e-02
1.385642737896494054e+03,7.622337440388045338e-02
1.387312186978297177e+03,8.885030510920012559e-02
1.388981636060100300e+03,7.952029738544591497e-02
1.390651085141903195e+03,6.810813028351209164e-02
1.392320534223706090e+03,8.176388927818997732e-02
1.393989983305509213e+03,9.283270759176229237e-02
1.395659432387312108e+03,5.814075677183817153e-02
1.397328881469115231e+03,8.600235989856533370e-02
1.398998330550918126e+03,8.027547553023765825e-02
1.400667779632721249e+03,9.859892398141348324e-02
1.402337228714524144e+03,9.418679424154281776e-02
1.404006677796327267e+03,1.038115826655850865e-01
1.405676126878130162e+03,7.234382038697259598e-02
1.407345575959933285e+03,8.016871256715076000e-02
1.409015025041736180e+03,1.035583013081017578e-01
1.410684474123539303e+03,1.021651394312873551e-01
1.412353923205342198e+03,1.190062658418835628e-01
1.414023372287145321e+03,5.762120726155625650e-02
1.415692821368948216e+03,7.289824584097215343e-02
1.417362270450751112e+03,2.702995600637878720e-02
1.419031719532554234e+03,8.934539921856012035e-02
1.420701168614357357e+03,7.758831542873212417e-02
1.422370617696160252e+03,7.713704603869633858e-02
1.424040066777963148e+03,7.254824493191408541e-02
1.425709515859766270e+03,9.990208961427919643e-02
1.427378964941569393e+03,8.272010982239060006e-02
1.429048414023372288e+03,1.023019067661694315e-01
1.430717863105175184e+03,9.750469032803646408e-02
1.432387312186978306e+03,9.345607560089200239e-02
1.434056761268781429e+03,7.268430318905944043e-02
1.435726210350584324e+03,9.004252980594290579e-02
1.437395659432387220e+03,8.242449470636274700e-02
1.439065108514190342e+03,8.907106543731471704e-02
1.440734557595993238e+03,6.479714012607019902e-02
1.442404006677796360e+03,1.151367480532892590e-01
1.444073455759599256e+03,1.037433568736405021e-01
1.445742904841402378e+03,6.755160924154110513e-02
1.447412353923205274e+03,1.325351114620358373e-01
1.449081803005008396e+03,8.237557030967856964e-02
1.450751252086811292e+03,7.671268021507365864e-02
1.452420701168614414e+03,9.017605816973224553e-02
1.454090150250417310e+03,9.291992813430244302e-02
1.455759599332220432e+03,1.097575551564400204e-01
1.457429048414023327e+03,9.769908945075647666e-02
1.459098497495826450e+03,1.161651499019586697e-01
1.460767946577629345e+03,7.406874644652115813e-02
1.462437395659432468e+03,8.594935057487831931e-02
1.464106844741235363e+03,7.205549042450172526e-02
1.465776293823038486e+03,1.103056791204319598e-01
1.467445742904841381e+03,1.145715791617941404e-01
1.469115191986644277e+03,7.691616419876454169e-02
1.470784641068447399e+03,1.139553272214531843e-01
1.472454090150250522e+03,1.095594869138716287e-01
1.474123539232053417e+03,9.310360788949370581e-02
1.475792988313856313e+03,8.208551736512267882e-02
1.477462437395659435e+03,1.128846545876075191e-01
1.479131886477462558e+03,9.141714485309455906e-02
1.480801335559265453e+03,1.323791389897866211e-01
1.482470784641068349e+03,7.590067636480590796e-02
1.484140233722871471e+03,1.492593058192913658e-01
1.485809682804674594e+03,1.343382018441517389e-01
1.487479131886477489e+03,2.381092607291880603e-01
1.489148580968280385e+03,3.010616893556503082e-01
1.490818030050083507e+03,3.949899819891478647e-01
1.492487479131886403e+03,5.396286341375406970e-01
1.494156928213689525e+03,6.946237019884291541e-01
1.495826377295492421e+03,8.905668131614549177e-01
1.497495826377295543e+03,1.024947008182965469e+00
1.499165275459098439e+03,1.074084425292937350e+00
1.500834724540901561e+03,1.115295873165261575e+00
1.502504173622704457e+03,1.010523217869453649e+00
1.504173622704507579e+03,9.160852220135271562e-01
1.505843071786310475e+03,7.337113154734489218e-01
1.507512520868113597e+03,5.701450568745184411e-01
1.509181969949916493e+03,4.080800819035852456e-01
1.510851419031719615e+03,3.087305601713449255e-01
1.512520868113522511e+03,2.167773101906699806e-01
1.514190317195325406e+03,2.102122423002421581e-01
1.515859766277128529e+03,1.355180100377083585e-01
1.517529215358931651e+03,9.379695844570763719e-02
1.519198664440734547e+03,8.005163796918024488e-02
1.520868113522537442e+03,1.148088944944201106e-01
1.522537562604340565e+03,7.750285724010193278e-02
1.524207011686143687e+03,1.028420304552979531e-01
1.525876460767946583e+03,1.091947765923169944e-01
1.527545909849749478e+03,1.093550995327166458e-01
1.529215358931552601e+03,9.544282220456841437e-02
1.530884808013355723e+03,7.963353312819868024e-02
1.532554257095158619e+03,8.301548184990548140e-02
1.534223706176961514e+03,1.282422844475145929e-01
1.535893155258764637e+03,1.212969328309063261e-01
1.537562604340567759e+03,1.018632885799913429e-01
1.539232053422370655e+03,1.277303781551015205e-01
1.540901502504173550e+03,1.092071532346081952e-01
1.542570951585976673e+03,9.645518750690983134e-02
1.544240400667779795e+03,1.214637524336031338e-01
1.545909849749582690e+03,1.096979984333140562e-01
1.547579298831385586e+03,1.023031314606576564e-01
1.549248747913188708e+03,1.274604726291610757e-01
1.550918196994991604e+03,6.971022609725338604e-02
1.552587646076794499e+03,1.074378087729270792e-01
1.554257095158597622e+03,8.590254852944970154e-02
1.555926544240400744e+03,1.166493672111999780e-01
1.557595993322203640e+03,1.261272344750454522e-01
1.559265442404006535e+03,1.116211041676112431e-01
1.560934891485809658e+03,1.322749164253487764e-01
1.562604340567612780e+03,1.179997128998598876e-01
1.564273789649415676e+03,1.165453459660739793e-01
1.565943238731218571e+03,1.179484803493112272e-01
1.567612687813021694e+03,1.561513764069054622e-01
1.569282136894824816e+03,1.091136541574748431e-01
1.570951585976627712e+03,1.014298453127694122e-01
1.572621035058430607e+03,1.041842680392887355e-01
1.574290484140233730e+03,9.847624642812329021e-02
1.575959933222036852e+03,1.042542104774890760e-01
1.577629382303839748e+03,1.096383411847440953e-01
1.579298831385642643e+03,8.810386152474888877e-02
1.580968280467445766e+03,1.126354031671201461e-01
1.582637729549248888e+03,9.299696965756698575e-02
1.584307178631051784e+03,1.394312710089391505e-01
1.585976627712854679e+03,8.269483623388566851e-02
1.587646076794657802e+03,8.030792626239360854e-02
1.589315525876460924e+03,1.190013497879438553e-01
1.590984974958263820e+03,1.359983436731112272e-01
1.592654424040066715e+03,9.447403815972837959e-02
1.594323873121869838e+03,1.400316413214832134e-01
1.595993322203672733e+03,1.411479752139993549e-01
1.597662771285475628e+03,1.345455366173730627e-01
1.599332220367278751e+03,7.490337988025069782e-02
1.601001669449081874e+03,1.577330802178179003e-01
1.602671118530884769e+03,1.142960237596451628e-01
1.604340567612687664e+03,1.315362932485927561e-01
1.606010016694490787e+03,1.184469977755239767e-01
1.607679465776293910e+03,1.223248250983613034e-01
1.609348914858096805e+03,1.140662785442344562e-01
1.611018363939899700e+03,1.017469763858199067e-01
1.612687813021702823e+03,8.107901435309843030e-02
1.614357262103505946e+03,1.283135199358446665e-01
1.616026711185308841e+03,1.271049301427814582e-01
1.617696160267111736e+03,1.232674718653389428e-01
1.619365609348914859e+03,1.140541471164353282e-01
1.621035058430717982e+03,1.250681068383107108e-01
1.622704507512520877e+03,1.224590293243350420e-01
1.624373956594323772e+03,1.161454123639919928e-01
1.626043405676126895e+03,1.272465010685099041e-01
1.627712854757930018e+03,1.253666574332172046e-01
1.629382303839732913e+03,1.167440198322770989e-01
1.631051752921535808e+03,1.758059665509125458e-01
1.632721202003338931e+03,1.106576105698036938e-01
1.634390651085142053e+03,1.613123175647647733e-01
1.636060100166944949e+03,1.289203190722116865e-01
1.637729549248747844e+03,1.118005272378297804e-01
1.639398998330550967e+03,1.073287487496996373e-01
1.641068447412353862e+03,8.472561151956325975e-02
1.642737896494156757e+03,1.110237495498882232e-01
1.644407345575959880e+03,1.032539407315002516e-01
1.646076794657763003e+03,1.296998345581272249e-01
1.647746243739565898e+03,1.589285049911087766e-01
1.649415692821368793e+03,1.443787641406448774e-01
1.651085141903171916e+03,1.386697696661345902e-01
1.652754590984975039e+03,8.598595959309446313e-02
1.654424040066777934e+03,1.369489605334989202e-01
1.656093489148580829e+03,1.109101782159708227e-01
1.657762938230383952e+03,1.235672646578417355e-01
1.659432387312187075e+03,1.644553614280873932e-01
1.661101836393989970e+03,1.355946659352493811e-01
1.662771285475792865e+03,1.289866887455204947e-01
1.664440734557595988e+03,1.160468254823426582e-01
1.666110183639399111e+03,1.584521795984612513e-01
1.667779632721202006e+03,1.371469511420861098e-01
1.669449081803004901e+03,1.199362797915262679e-01
1.671118530884808024e+03,1.326296102318725023e-01
1.672787979966611147e+03,1.426581048478572922e-01
1.674457429048414042e+03,1.751807909507094307e-01
1.676126878130216937e+03,1.371206047123321725e-01
1.677796327212020060e+03,1.260034386463486644e-01
1.679465776293823183e+03,1.635479714892119352e-01
1.681135225375626078e+03,1.212124798816022336e-01
1.682804674457428973e+03,1.573791692742158854e-01
1.684474123539232096e+03,1.115919031454580268e-01
1.686143572621035219e+03,1.497566479088952851e-01
1.687813021702838114e+03,9.728196896636018276e-02
1.689482470784641009e+03,1.070424302158274055e-01
1.691151919866444132e+03,1.128206116502428469e-01
1.692821368948247027e+03,1.315997763346782590e-01
1.694490818030049923e+03,1.227147367321318183e-01
1.696160267111853045e+03,1.282036889828549187e-01
1.697829716193656168e+03,1.367355889761907306e-01
1.699499165275459063e+03,1.657082847411854853e-01
1.701168614357261959e+03,1.232501539183653017e-01
1.702838063439065081e+03,1.369439888184460774e-01
1.704507512520868204e+03,1.254977024846088973e-01
1.706176961602671099e+03,1.552221884395177387e-01
1.707846410684473994e+03,1.555995062174585220e-01
1.709515859766277117e+03,1.205650675466885119e-01
1.711185308848080240e+03,1.388703982529470304e-01
1.712854757929883135e+03,1.297280344072995750e-01
1.714524207011686030e+03,1.364982583049603182e-01
1.716193656093489153e+03,1.722361727935991516e-01
1.717863105175292276e+03,1.603985496790105714e-01
1.719532554257095171e+03,8.816577699563610260e-02
1.721202003338898066e+03,1.151446350959597908e-01
1.722871452420701189e+03,1.476428498543597423e-01
1.724540901502504312e+03,1.392230939296984493e-01
1.726210350584307207e+03,1.079071838099014691e-01
1.727879799666110102e+03,1.026870648535275210e-01
1.729549248747913225e+03,9.594200016728937630e-02
1.731218697829716348e+03,1.128179234868551678e-01
1.732888146911519243e+03,1.549286998858738773e-01
1.734557595993322138e+03,1.333350172407741230e-01
1.736227045075125261e+03,1.246183124359982602e-01
1.737896494156928156e+03,1.314035279014498236e-01
1.739565943238731052e+03,1.378283828943673017e-01
1.741235392320534174e+03,1.746037206677101550e-01
1.742904841402337297e+03,1.313358704451766112e-01
1.744574290484140192e+03,1.194489369807570367e-01
1.746243739565943088e+03,1.645744895806530439e-01
1.747913188647746210e+03,1.437268072128246033e-01
1.749582637729549333e+03,1.642498255411957431e-01
1.751252086811352228e+03,1.752627077832606961e-01
1.752921535893155124e+03,1.304073414432517786e-01
1.754590984974958246e+03,1.378936616928855274e-01
1.756260434056761369e+03,1.434411431130225845e-01
1.757929883138564264e+03,1.624031051147245552e-01
1.759599332220367160e+03,1.645393811384762983e-01
1.761268781302170282e+03,1.482104447553944104e-01
1.762938230383973405e+03,1.156808222495648575e-01
1.764607679465776300e+03,1.421787997699165418e-01
1.766277128547579196e+03,1.710188326013825089e-01
1.767946577629382318e+03,1.594851069934750676e-01
1.769616026711185441e+03,1.823535918045692539e-01
1.771285475792988336e+03,1.496284931844545640e-01
1.772954924874791232e+03,2.032872632468229190e-01
1.774624373956594354e+03,1.421239589649117285e-01
1.776293823038397477e+03,1.815864299397997594e-01
1.777963272120200372e+03,1.409957775745782627e-01
1.779632721202003268e+03,1.793951734950566812e-01
1.781302170283806390e+03,1.778186793290155998e-01
1.782971619365609513e+03,2.124333550208254151e-01
1.784641068447412181e+03,1.597103911981410940e-01
1.786310517529215304e+03,1.525982771530350612e-01
1.787979966611018426e+03,1.976348897984691599e-01
1.789649415692821321e+03,2.179880795253078263e-01
1.791318864774624217e+03,2.694266885610792084e-01
1.792988313856427339e+03,2.704959290540953076e-01
1.794657762938230462e+03,2.989105482057871077e-01
1.796327212020033357e+03,3.326727778326841189e-01
1.797996661101836253e+03,3.321080642457862608e-01
1.799666110183639375e+03,3.839258698354350852e-01
1.801335559265442498e+03,3.557320069374816374e-01
1.803005008347245393e+03,3.525361791515084220e-01
1.804674457429048289e+03,3.423337841407496640e-01
1.806343906510851411e+03,3.205606554112875317e-01
1.808013355592654534e+03,2.704718038430874438e-01
1.809682804674457429e+03,2.268644207203766583e-01
1.811352253756260325e+03,1.845882551103567859e-01
1.813021702838063447e+03,1.994838013870709192e-01
1.814691151919866570e+03,1.563841869319629319e-01
1.816360601001669465e+03,1.834304688620266577e-01
1.818030050083472361e+03,1.410216403956877640e-01
1.819699499165275483e+03,1.270110255058074233e-01
1.821368948247078606e+03,1.631705286597150140e-01
1.823038397328881501e+03,1.442732092536060939e-01
1.824707846410684397e+03,1.901454598343447766e-01
1.826377295492487519e+03,1.911865279697669562e-01
1.828046744574290642e+03,1.524572771616977962e-01
1.829716193656093537e+03,1.845945511141353634e-01
