frequencies,intensities
1.000000000000000000e+03,4.112199819767568473e-03
1.001669449081803009e+03,8.362755895704319237e-03
1.003338898163606018e+03,-7.577843794872918259e-03
1.005008347245409027e+03,-2.676786788631973710e-02
1.006677796327212036e+03,1.525031158713150391e-02
1.008347245409015045e+03,-7.623929851290423346e-03
1.010016694490818054e+03,3.679101605720763724e-02
1.011686143572621063e+03,4.067719332967603685e-02
1.013355592654424072e+03,-3.027243590954754177e-02
1.015025041736227081e+03,7.869003385697577457e-03
1.016694490818030090e+03,-1.387833548060234470e-02
1.018363939899833099e+03,-1.593134427129918110e-02
1.020033388981636108e+03,1.090209392400067270e-02
1.021702838063439117e+03,1.450797182157818541e-02
1.023372287145242126e+03,-2.516202816426532651e-02
1.025041736227045021e+03,-2.877313990358647787e-03
1.026711185308848144e+03,1.497762672010387493e-02
1.028380634390651039e+03,-1.277883241436149342e-03
1.030050083472454162e+03,6.735633030031705840e-04
1.031719532554257057e+03,1.898237387940478887e-02
1.033388981636060180e+03,2.964941085735465359e-02
1.035058430717863075e+03,1.434918437702391823e-02
1.036727879799666198e+03,-1.073887543983498803e-03
1.038397328881469093e+03,-3.265510092238441825e-03
1.040066777963272216e+03,-6.954889588786804591e-03
1.041736227045075111e+03,-5.802483284119695425e-03
1.043405676126878234e+03,-1.360802452981438836e-02
1.045075125208681129e+03,3.845063305178835454e-03
1.046744574290484252e+03,7.493509301299250934e-03
1.048414023372287147e+03,6.110060030472665681e-03
1.050083472454090042e+03,-4.518888344933353479e-02
1.051752921535893165e+03,-1.966371708604139346e-02
1.053422370617696060e+03,4.487360512638727955e-02
1.055091819699499183e+03,1.699047192308467819e-02
1.056761268781302078e+03,1.051341889881895857e-02
1.058430717863105201e+03,3.186507847447988401e-04
1.060100166944908096e+03,-4.977669981485449008e-04
1.061769616026711219e+03,2.179339632203406568e-02
1.063439065108514114e+03,2.350657580419733550e-02
1.065108514190317237e+03,6.631889086612148196e-03
1.066777963272120132e+03,2.499067629015962189e-02
1.068447412353923255e+03,4.956959305851720010e-02
1.070116861435726150e+03,2.657732412759666873e-02
1.071786310517529273e+03,2.768752589480558135e-02
1.073455759599332168e+03,1.887175249038764921e-02
1.075125208681135291e+03,1.463938615847973530e-02
1.076794657762938186e+03,2.320385973078489469e-02
1.078464106844741309e+03,-2.782728433506831411e-02
1.080133555926544204e+03,2.530977281734702461e-02
1.081803005008347327e+03,5.432061725839730515e-02
1.083472454090150222e+03,1.894905953543222360e-02
1.085141903171953345e+03,1.535696636902518508e-02
1.086811352253756240e+03,2.094599607651705803e-02
1.088480801335559363e+03,2.027218201306208931e-02
1.090150250417362258e+03,1.006000476766390553e-02
1.091819699499165381e+03,1.553729003702819522e-03
1.093489148580968276e+03,3.249395584987404412e-02
1.095158597662771172e+03,2.465059802187892155e-02
1.096828046744574294e+03,2.516418866862383738e-02
1.098497495826377190e+03,1.171719723753470582e-02
1.100166944908180312e+03,3.011049980052447200e-03
1.101836393989983208e+03,-1.597117708194070729e-02
1.103505843071786330e+03,1.597667965049415911e-02
1.105175292153589226e+03,7.362231028767724644e-03
1.106844741235392348e+03,-6.291656265935540587e-03
1.108514190317195244e+03,3.327776144973008249e-02
1.110183639398998366e+03,5.873806447681158283e-02
1.111853088480801262e+03,2.169791998457492113e-02
1.113522537562604384e+03,2.574722429021468820e-02
1.115191986644407280e+03,6.231681316109712043e-02
